n3_ar_adadelta_1-0-0.yaml|dev|88000|235|753
n3_ar_adadelta_1-0-0.yaml|dev2|88000|3044|3465
n3_ar_adadelta_1-0-0.yaml|dev|88300|267|753
n3_ar_adadelta_1-0-0.yaml|dev2|88300|2915|3465
n3_ar_adadelta_1-0-0.yaml|dev|88600|276|753
n3_ar_adadelta_1-0-0.yaml|dev2|88600|2859|3465
n3_ar_adadelta_1-0-0.yaml|dev|88900|285|753
n3_ar_adadelta_1-0-0.yaml|dev2|88900|2845|3465
n3_ar_adadelta_1-0-0.yaml|dev|89200|298|753
n3_ar_adadelta_1-0-0.yaml|dev2|89200|2800|3465
n3_ar_adadelta_1-0-0.yaml|dev|89500|303|753
n3_ar_adadelta_1-0-0.yaml|dev2|89500|2727|3465
n3_ar_adadelta_1-0-0.yaml|dev|89800|308|753
n3_ar_adadelta_1-0-0.yaml|dev2|89800|2724|3465
n3_ar_adadelta_1-0-0.yaml|dev|90100|325|753
n3_ar_adadelta_1-0-0.yaml|dev2|90100|2723|3465
n3_ar_adadelta_1-0-0.yaml|dev|90264|321|753
n3_ar_adadelta_1-0-0.yaml|dev2|90264|2675|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|88000|235|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|88000|3044|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|89500|268|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|89500|2838|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|91000|268|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|91000|2709|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|92500|281|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|92500|2657|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|94000|304|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|94000|2789|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|95500|283|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|95500|2550|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|97000|310|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|97000|2617|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|98500|334|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|98500|2659|3465
n3_ar_adadelta_1-0-0_5.yaml|dev|99320|331|753
n3_ar_adadelta_1-0-0_5.yaml|dev2|99320|2541|3465
n3_arc_adadelta_1-0-0.yaml|dev|88000|237|753
n3_arc_adadelta_1-0-0.yaml|dev2|88000|3044|3465
n3_arc_adadelta_1-0-0.yaml|dev|88300|264|753
n3_arc_adadelta_1-0-0.yaml|dev2|88300|2943|3465
n3_arc_adadelta_1-0-0.yaml|dev|88600|280|753
n3_arc_adadelta_1-0-0.yaml|dev2|88600|2866|3465
n3_arc_adadelta_1-0-0.yaml|dev|88900|295|753
n3_arc_adadelta_1-0-0.yaml|dev2|88900|2833|3465
n3_arc_adadelta_1-0-0.yaml|dev|89200|324|753
n3_arc_adadelta_1-0-0.yaml|dev2|89200|2878|3465
n3_arc_adadelta_1-0-0.yaml|dev|89500|322|753
n3_arc_adadelta_1-0-0.yaml|dev2|89500|2815|3465
n3_arc_adadelta_1-0-0.yaml|dev|89800|315|753
n3_arc_adadelta_1-0-0.yaml|dev2|89800|2803|3465
n3_arc_adadelta_1-0-0.yaml|dev|90100|330|753
n3_arc_adadelta_1-0-0.yaml|dev2|90100|2776|3465
n3_arc_adadelta_1-0-0.yaml|dev|90264|326|753
n3_arc_adadelta_1-0-0.yaml|dev2|90264|2695|3465
n3_arc_adadelta_1-0-5.yaml|dev|88000|237|753
n3_arc_adadelta_1-0-5.yaml|dev2|88000|3044|3465
n3_arc_adadelta_1-0-5.yaml|dev|88300|269|753
n3_arc_adadelta_1-0-5.yaml|dev2|88300|3030|3465
n3_arc_adadelta_1-0-5.yaml|dev|88600|280|753
n3_arc_adadelta_1-0-5.yaml|dev2|88600|3037|3465
n3_arc_adadelta_1-0-5.yaml|dev|88900|290|753
n3_arc_adadelta_1-0-5.yaml|dev2|88900|3030|3465
n3_arc_adadelta_1-0-5.yaml|dev|89200|289|753
n3_arc_adadelta_1-0-5.yaml|dev2|89200|3037|3465
n3_arc_adadelta_1-0-5.yaml|dev|89500|285|753
n3_arc_adadelta_1-0-5.yaml|dev2|89500|3031|3465
n3_arc_adadelta_1-0-5.yaml|dev|89800|288|753
n3_arc_adadelta_1-0-5.yaml|dev2|89800|3027|3465
n3_arc_adadelta_1-0-5.yaml|dev|90100|297|753
n3_arc_adadelta_1-0-5.yaml|dev2|90100|3032|3465
n3_arc_adadelta_1-0-5.yaml|dev|90264|302|753
n3_arc_adadelta_1-0-5.yaml|dev2|90264|3051|3465
n3_arc_adadelta_1-4-5.yaml|dev|88000|237|753
n3_arc_adadelta_1-4-5.yaml|dev2|88000|3044|3465
n3_arc_adadelta_1-4-5.yaml|dev|88300|269|753
n3_arc_adadelta_1-4-5.yaml|dev2|88300|2985|3465
n3_arc_adadelta_1-4-5.yaml|dev|88600|283|753
n3_arc_adadelta_1-4-5.yaml|dev2|88600|2996|3465
n3_arc_adadelta_1-4-5.yaml|dev|88900|299|753
n3_arc_adadelta_1-4-5.yaml|dev2|88900|3003|3465
n3_arc_adadelta_1-4-5.yaml|dev|89200|305|753
n3_arc_adadelta_1-4-5.yaml|dev2|89200|3013|3465
n3_arc_adadelta_1-4-5.yaml|dev|89500|310|753
n3_arc_adadelta_1-4-5.yaml|dev2|89500|3019|3465
n3_arc_adadelta_1-4-5.yaml|dev|89800|306|753
n3_arc_adadelta_1-4-5.yaml|dev2|89800|3011|3465
n3_arc_adadelta_1-4-5.yaml|dev|90100|318|753
n3_arc_adadelta_1-4-5.yaml|dev2|90100|3021|3465
n3_arc_adadelta_1-4-5.yaml|dev|90264|325|753
n3_arc_adadelta_1-4-5.yaml|dev2|90264|3022|3465
n3_arc_adadelta_1-0-5_5.yaml|dev|88000|237|753
n3_arc_adadelta_1-0-5_5.yaml|dev2|88000|3044|3465
n3_arc_adadelta_1-0-5_5.yaml|dev|89500|277|753
n3_arc_adadelta_1-0-5_5.yaml|dev2|89500|3021|3465
